HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Celta,Granada,3,1,H,16,7,6,1,4,15,5,0,0,3,0,0
Osasuna,Ath Madrid,0,3,A,11,7,1,5,9,6,7,4,2,2,0,0
Sociedad,Barcelona,1,1,D,17,10,6,2,16,11,8,6,2,4,0,0
Villarreal,Alaves,0,2,A,23,10,10,7,11,19,12,1,2,3,0,0
Las Palmas,Ath Bilbao,3,1,H,10,10,4,3,19,21,5,3,3,4,0,1
Ath Madrid,Espanol,0,0,D,11,5,3,3,10,19,9,2,2,2,0,0
Barcelona,Real Madrid,1,1,D,11,14,2,5,19,16,5,7,4,2,0,0
Granada,Sevilla,2,1,H,11,17,6,6,18,16,4,8,5,2,0,0
Leganes,Villarreal,0,0,D,11,9,4,3,21,16,2,4,6,3,0,0
Alaves,Las Palmas,1,1,D,9,10,2,3,15,11,3,5,3,3,0,0
Ath Bilbao,Eibar,3,1,H,12,10,5,4,9,16,2,2,1,4,0,0
Betis,Celta,3,3,D,16,13,5,6,22,14,4,3,4,1,1,0
Sp Gijon,Osasuna,3,1,H,9,15,5,2,17,13,2,5,3,1,0,0
Valencia,Malaga,2,2,D,8,19,3,6,16,7,2,13,5,1,0,0
La Coruna,Sociedad,5,1,H,15,14,10,3,15,10,8,6,1,4,0,0
Malaga,Granada,1,1,D,16,8,7,2,16,14,6,2,3,5,0,0
Las Palmas,Leganes,1,1,D,5,11,1,6,17,18,6,4,3,3,0,0
Osasuna,Barcelona,0,3,A,4,17,1,6,18,6,2,5,3,0,0,0
Real Madrid,La Coruna,3,2,H,17,4,5,2,16,17,10,3,3,4,0,0
Sociedad,Valencia,3,2,H,14,9,6,3,17,20,8,4,4,4,0,1
Betis,Ath Bilbao,1,0,H,6,14,1,4,14,12,3,7,3,2,0,0
Celta,Sevilla,0,3,A,14,14,6,5,13,13,4,6,3,3,0,0
Eibar,Alaves,0,0,D,8,3,1,3,14,7,7,2,1,1,0,0
Espanol,Sp Gijon,2,1,H,12,13,6,5,13,10,4,3,1,2,0,0
Villarreal,Ath Madrid,3,0,H,9,13,5,3,13,13,2,7,3,3,0,0
Alaves,Betis,1,0,H,10,6,2,3,20,6,6,4,6,1,0,0
Ath Madrid,Las Palmas,1,0,H,16,11,3,3,15,11,8,5,2,1,0,0
Granada,Sociedad,0,2,A,10,18,4,6,9,11,5,9,0,1,0,0
Sevilla,Malaga,4,1,H,9,16,5,3,17,12,3,6,2,3,1,0
Sp Gijon,Villarreal,1,3,A,16,14,7,9,16,14,12,2,2,1,0,0
Barcelona,Espanol,4,1,H,14,4,7,1,11,16,5,2,0,3,0,0
La Coruna,Osasuna,2,0,H,8,13,4,3,8,16,5,1,1,3,0,0
Leganes,Eibar,1,1,D,8,15,2,4,10,10,3,6,2,2,1,0
Ath Bilbao,Celta,2,1,H,10,10,7,4,16,13,9,7,4,2,0,1
Espanol,La Coruna,1,1,D,14,13,4,3,13,14,2,8,1,1,0,1
Eibar,Ath Madrid,0,2,A,15,8,2,4,11,10,5,3,2,2,0,0
Las Palmas,Sp Gijon,1,0,H,16,10,10,2,8,18,8,3,2,3,0,0
Real Madrid,Granada,5,0,H,23,3,13,1,11,12,9,1,1,4,0,0
Sociedad,Sevilla,0,4,A,11,11,5,10,15,18,7,4,2,3,0,0
Ath Bilbao,Alaves,0,0,D,15,10,4,4,10,13,13,4,2,4,0,0
Betis,Leganes,2,0,H,16,9,3,3,10,20,4,2,2,6,0,0
Celta,Malaga,3,1,H,6,13,3,4,17,15,2,7,1,4,0,0
Villarreal,Barcelona,1,1,D,6,20,3,7,16,13,2,4,1,2,1,0
Osasuna,Valencia,3,3,D,22,7,4,3,19,13,7,3,2,5,0,0
Ath Madrid,Betis,1,0,H,6,10,3,6,15,17,9,2,1,3,0,0
Barcelona,Las Palmas,5,0,H,22,7,10,1,15,11,5,1,3,4,0,0
La Coruna,Villarreal,0,0,D,13,4,3,1,14,8,10,0,0,1,0,0
Leganes,Ath Bilbao,0,0,D,15,10,5,2,20,11,4,8,3,3,0,0
Celta,Alaves,1,0,H,13,9,4,1,19,10,7,4,4,3,0,1
Granada,Osasuna,1,1,D,8,13,4,3,13,23,3,5,2,4,2,0
Sevilla,Real Madrid,2,1,H,9,10,4,3,13,10,6,1,3,1,0,0
Sp Gijon,Eibar,2,3,A,10,18,4,7,13,16,2,4,4,0,0,0
Valencia,Espanol,2,1,H,10,6,5,3,17,13,6,3,5,0,0,0
Malaga,Sociedad,0,2,A,5,11,1,5,22,12,8,8,0,2,0,0
Las Palmas,La Coruna,1,1,D,9,7,3,1,13,8,4,5,0,1,1,0
Alaves,Leganes,2,2,D,8,13,3,4,9,20,4,3,3,2,0,0
Espanol,Granada,3,1,H,17,7,8,4,19,17,10,5,0,3,0,0
Real Madrid,Malaga,2,1,H,14,10,7,6,7,20,5,4,2,3,0,0
Villarreal,Valencia,0,2,A,20,13,5,5,14,17,7,2,2,2,0,0
Ath Bilbao,Ath Madrid,2,2,D,8,11,5,5,12,9,2,6,2,3,0,0
Betis,Sp Gijon,0,0,D,16,7,4,1,14,20,9,5,2,2,0,0
Eibar,Barcelona,0,4,A,14,14,6,7,12,4,8,5,3,1,0,0
Osasuna,Sevilla,3,4,A,14,13,7,9,14,8,3,6,5,3,0,0
Sociedad,Celta,1,0,H,17,11,6,5,13,12,4,3,2,2,0,0
Osasuna,Malaga,1,1,D,14,14,2,5,9,16,4,6,1,0,0,0
Alaves,Ath Madrid,0,0,D,19,8,4,2,19,18,7,2,3,2,0,0
Eibar,La Coruna,3,1,H,12,20,6,7,14,7,9,10,0,2,0,0
Leganes,Celta,0,2,A,6,3,0,3,20,14,8,0,1,1,0,0
Villarreal,Granada,2,0,H,18,7,6,0,11,18,7,4,3,2,0,0
Ath Bilbao,Sp Gijon,2,1,H,11,5,6,3,11,22,5,0,4,3,0,0
Betis,Barcelona,1,1,D,17,10,7,4,17,12,8,2,2,3,0,0
Espanol,Sevilla,3,1,H,16,12,8,5,18,14,7,4,2,2,0,1
Real Madrid,Sociedad,3,0,H,7,9,4,3,16,11,0,3,2,1,0,1
Las Palmas,Valencia,3,1,H,9,8,4,3,17,13,6,3,1,3,0,1
Ath Madrid,Leganes,2,0,H,12,15,4,2,10,15,3,6,1,1,0,0
Barcelona,Ath Bilbao,3,0,H,16,10,6,5,11,18,7,3,1,3,0,0
Malaga,Espanol,0,1,A,19,4,5,3,9,18,17,2,1,4,0,0
Valencia,Eibar,0,4,A,8,11,1,7,12,10,2,6,2,1,1,0
Sevilla,Villarreal,0,0,D,14,11,4,4,14,16,9,0,2,2,0,0
Sociedad,Osasuna,3,2,H,13,11,6,5,6,22,3,2,2,2,0,0
Sp Gijon,Alaves,2,4,A,12,14,4,7,20,20,8,4,7,3,0,0
Granada,Las Palmas,1,0,H,12,15,4,5,27,9,6,5,5,3,0,0
Espanol,Sociedad,1,2,A,7,15,2,5,15,14,5,6,3,2,0,0
Alaves,Barcelona,0,6,A,9,21,4,9,16,9,3,9,1,3,0,0
Ath Bilbao,La Coruna,2,1,H,13,8,5,3,12,11,3,2,1,2,0,0
Betis,Valencia,0,0,D,16,8,2,4,15,17,4,6,4,3,0,0
Osasuna,Real Madrid,1,3,A,11,12,8,6,10,8,3,2,3,2,0,0
Ath Madrid,Celta,3,2,H,16,14,5,6,11,13,3,3,1,2,0,0
Las Palmas,Sevilla,0,1,A,15,12,7,3,15,16,1,4,2,4,0,0
Leganes,Sp Gijon,0,2,A,9,4,3,2,16,16,4,3,3,6,0,1
Villarreal,Malaga,1,1,D,12,11,5,5,14,12,9,9,0,5,1,0
Eibar,Granada,4,0,H,25,13,9,3,11,14,7,8,2,2,0,0
Granada,Betis,4,1,H,10,6,8,2,18,9,4,7,4,1,1,1
La Coruna,Alaves,0,1,A,16,6,4,4,13,13,10,6,5,3,0,0
Real Madrid,Espanol,2,0,H,12,3,3,1,12,13,13,2,3,4,0,0
Sevilla,Eibar,2,0,H,11,11,5,3,13,11,5,2,2,3,0,0
Sp Gijon,Ath Madrid,1,4,A,15,11,2,6,12,10,12,3,1,1,0,0
Barcelona,Leganes,2,1,H,13,11,6,6,8,18,4,4,1,3,0,0
Celta,Osasuna,3,0,H,11,8,4,3,14,18,3,5,1,0,0,0
Sociedad,Villarreal,0,1,A,16,7,0,3,8,19,7,4,2,4,0,0
Valencia,Ath Bilbao,2,0,H,15,15,5,5,17,11,3,1,0,1,0,0
Malaga,Las Palmas,2,1,H,13,13,6,4,23,14,2,6,3,3,1,0
Valencia,Real Madrid,2,1,H,8,22,5,5,12,18,3,11,5,2,0,0
Las Palmas,Sociedad,0,1,A,18,9,7,2,14,19,6,1,2,2,0,0
Alaves,Valencia,2,1,H,13,5,5,2,13,16,2,1,4,2,0,1
Betis,Sevilla,1,2,A,15,13,4,4,19,17,4,4,3,3,0,0
Eibar,Malaga,3,0,H,8,4,4,2,11,18,2,2,2,4,0,1
Leganes,La Coruna,4,0,H,7,11,5,3,18,13,2,7,2,5,0,1
Ath Bilbao,Granada,3,1,H,14,7,7,2,14,16,0,3,1,5,0,0
Ath Madrid,Barcelona,1,2,A,12,15,4,6,28,14,6,5,4,2,0,0
Espanol,Osasuna,3,0,H,18,4,6,1,11,10,10,2,1,4,0,1
Sp Gijon,Celta,1,1,D,20,16,6,5,9,17,7,5,2,4,1,0
Villarreal,Real Madrid,2,3,A,11,25,4,6,15,6,5,5,4,1,0,0
Malaga,Betis,1,2,A,15,11,4,5,8,16,7,5,3,5,0,0
Sociedad,Eibar,2,2,D,14,13,7,4,12,20,3,5,3,4,1,1
Valencia,Leganes,1,0,H,16,3,6,0,12,26,7,3,3,2,0,1
Barcelona,Sp Gijon,6,1,H,25,5,9,2,14,12,10,3,1,3,0,0
Celta,Espanol,2,2,D,8,8,4,2,16,8,1,3,2,2,1,0
Granada,Alaves,2,1,H,13,11,6,5,19,15,4,4,6,4,0,2
Osasuna,Villarreal,1,4,A,17,12,3,6,10,13,8,2,3,3,0,0
Real Madrid,Las Palmas,3,3,D,20,17,7,8,15,16,7,4,4,3,1,0
La Coruna,Ath Madrid,1,1,D,13,10,2,4,14,10,7,2,2,1,0,0
Sevilla,Ath Bilbao,1,0,H,14,14,4,4,16,10,6,9,6,2,0,0
Betis,Sociedad,2,3,A,12,9,5,6,18,15,7,6,4,2,0,0
Barcelona,Celta,5,0,H,19,7,9,2,10,16,10,1,1,3,0,0
Eibar,Real Madrid,1,4,A,12,12,2,7,13,14,4,4,1,1,0,0
Leganes,Granada,1,0,H,16,1,4,1,17,19,7,4,3,2,0,0
Villarreal,Espanol,2,0,H,11,8,6,2,13,18,1,1,2,2,0,0
Ath Bilbao,Malaga,1,0,H,15,8,3,2,13,18,8,2,3,5,0,0
Ath Madrid,Valencia,3,0,H,18,6,8,2,17,9,6,2,1,2,0,0
Las Palmas,Osasuna,5,2,H,16,10,8,4,7,21,5,1,4,4,0,0
Sp Gijon,La Coruna,0,1,A,9,7,2,3,11,13,6,4,4,5,0,0
Alaves,Sevilla,1,1,D,18,9,4,1,12,16,2,2,2,5,0,0
La Coruna,Betis,1,1,D,15,5,5,3,22,17,6,4,4,7,0,0
Espanol,Las Palmas,4,3,H,12,12,6,5,18,12,2,5,2,4,0,0
Granada,Ath Madrid,0,1,A,12,15,2,6,14,15,4,9,3,3,1,0
Malaga,Alaves,1,2,A,15,4,9,2,17,13,5,3,2,1,0,1
Sevilla,Leganes,1,1,D,12,12,4,4,20,20,4,1,2,3,0,0
Valencia,Sp Gijon,1,1,D,20,10,7,4,15,20,7,9,3,5,0,0
Celta,Villarreal,0,1,A,12,8,1,4,8,11,4,3,4,5,0,0
La Coruna,Barcelona,2,1,H,14,16,9,5,7,8,4,8,2,0,0,0
Real Madrid,Betis,2,1,H,14,9,4,4,8,21,8,4,1,0,0,1
Sociedad,Ath Bilbao,0,2,A,16,9,4,5,15,22,8,3,3,6,0,0
Osasuna,Eibar,1,1,D,10,14,6,7,15,14,6,6,4,4,0,0
Las Palmas,Villarreal,1,0,H,19,8,10,3,14,14,8,5,2,2,0,1
Alaves,Sociedad,1,0,H,10,10,5,2,14,13,5,8,3,3,0,1
Ath Bilbao,Real Madrid,1,2,A,12,9,5,4,1,4,5,5,1,4,0,0
Betis,Osasuna,2,0,H,9,13,5,5,12,15,5,0,0,3,0,0
Eibar,Espanol,1,1,D,16,4,4,1,12,13,6,2,2,4,0,0
Ath Madrid,Sevilla,3,1,H,15,9,8,2,16,14,2,2,4,3,0,0
Barcelona,Valencia,4,2,H,28,6,12,5,4,12,6,3,3,4,0,1
La Coruna,Celta,0,1,A,9,9,2,2,21,12,3,1,4,4,0,0
Leganes,Malaga,0,0,D,14,8,2,1,11,16,6,7,4,2,0,0
Sp Gijon,Granada,3,1,H,15,12,11,5,12,14,6,3,2,4,0,0
Espanol,Betis,2,1,H,8,10,5,3,16,14,4,4,3,2,0,0
Malaga,Ath Madrid,0,2,A,21,7,5,6,9,11,6,0,2,2,0,0
Osasuna,Ath Bilbao,1,2,A,8,9,6,4,19,9,6,3,4,2,0,0
Sociedad,Leganes,1,1,D,14,6,5,3,10,16,7,0,2,3,0,0
Villarreal,Eibar,2,3,A,15,14,7,4,9,10,11,5,4,3,0,0
Granada,Barcelona,1,4,A,7,26,5,13,15,10,1,9,1,3,1,0
Real Madrid,Alaves,3,0,H,18,12,6,3,12,16,3,3,0,2,0,0
Sevilla,Sp Gijon,0,0,D,18,8,6,2,17,13,9,5,3,4,0,0
Valencia,La Coruna,3,0,H,14,13,8,5,17,13,3,6,3,1,0,0
Celta,Las Palmas,3,1,H,13,12,6,5,15,10,4,6,3,3,0,0
Ath Bilbao,Espanol,2,0,H,13,5,5,2,19,16,5,1,1,3,0,0
Ath Madrid,Sociedad,1,0,H,20,10,8,1,18,13,6,4,0,4,0,0
Betis,Villarreal,0,1,A,15,6,3,2,12,15,5,2,2,2,0,0
Alaves,Osasuna,0,1,A,15,7,3,6,20,12,5,1,5,1,0,0
Barcelona,Sevilla,3,0,H,15,7,7,3,16,13,4,4,4,2,0,1
La Coruna,Granada,0,0,D,12,10,3,2,14,10,6,3,1,4,0,0
Leganes,Real Madrid,2,4,A,14,18,3,8,14,16,4,4,2,1,0,0
Sp Gijon,Malaga,0,1,A,14,11,5,3,12,18,7,1,2,5,0,0
Eibar,Las Palmas,3,1,H,11,8,6,6,14,12,9,2,2,5,0,0
Valencia,Celta,3,2,H,15,12,10,3,16,9,6,2,1,1,0,0
Villarreal,Ath Bilbao,3,1,H,10,11,5,5,16,16,4,5,6,3,1,0
Espanol,Alaves,1,0,H,15,9,6,0,11,13,5,3,3,3,0,0
Malaga,Barcelona,2,0,H,8,11,4,3,26,20,2,3,4,3,0,1
Real Madrid,Ath Madrid,1,1,D,20,10,6,4,12,13,6,2,2,3,0,0
Sevilla,La Coruna,4,2,H,19,9,13,4,19,15,4,2,3,3,0,0
Celta,Eibar,0,2,A,12,11,3,6,10,16,0,3,1,3,0,0
Granada,Valencia,1,3,A,21,17,5,8,9,13,5,2,2,2,0,0
Las Palmas,Betis,4,1,H,9,13,6,5,16,18,2,6,3,4,0,0
Osasuna,Leganes,2,1,H,11,17,6,2,14,14,4,8,3,4,0,0
Sociedad,Sp Gijon,3,1,H,20,10,7,3,20,19,7,4,1,5,0,0
Ath Bilbao,Las Palmas,5,1,H,18,8,7,2,22,10,14,5,1,2,0,0
Ath Madrid,Osasuna,3,0,H,19,3,8,0,11,14,5,2,1,5,0,0
Barcelona,Sociedad,3,2,H,16,14,9,7,15,17,5,4,3,2,0,0
La Coruna,Malaga,2,0,H,11,11,4,3,15,17,1,4,3,4,0,0
Sp Gijon,Real Madrid,2,3,A,4,18,2,6,17,12,4,8,5,1,0,0
Betis,Eibar,2,0,H,6,10,4,3,15,19,4,6,4,4,0,0
Granada,Celta,0,3,A,17,15,4,4,17,9,8,1,5,2,0,0
Leganes,Espanol,0,1,A,15,7,5,2,20,14,5,1,1,1,0,0
Valencia,Sevilla,0,0,D,14,10,3,2,19,20,4,2,3,2,0,0
Alaves,Villarreal,2,1,H,11,11,5,5,8,13,5,11,2,4,0,0
Sevilla,Granada,2,0,H,28,9,12,2,18,11,7,2,1,2,0,0
Espanol,Ath Madrid,0,1,A,10,13,2,3,13,10,5,3,3,2,0,0
Malaga,Valencia,2,0,H,10,13,4,2,16,13,7,6,3,3,0,0
Osasuna,Sp Gijon,2,2,D,7,12,1,4,25,10,1,5,3,4,0,0
Villarreal,Leganes,2,1,H,11,8,5,4,9,19,3,8,1,3,0,0
Celta,Betis,0,1,A,8,17,4,6,16,15,5,6,3,5,0,0
Las Palmas,Alaves,1,1,D,14,12,3,5,16,14,3,9,4,1,1,0
Real Madrid,Barcelona,2,3,A,22,16,14,9,13,8,7,4,2,2,1,0
Sociedad,La Coruna,1,0,H,17,5,3,1,16,16,11,1,1,3,0,0
Eibar,Ath Bilbao,0,1,A,7,9,2,3,15,9,5,5,4,2,1,0
Ath Madrid,Villarreal,0,1,A,23,6,9,2,15,16,5,1,2,6,0,0
Granada,Malaga,0,2,A,3,17,1,6,22,13,2,4,5,0,0,0
Sp Gijon,Espanol,1,1,D,16,14,6,5,9,11,7,2,1,2,0,0
Barcelona,Osasuna,7,1,H,19,3,9,2,3,7,10,1,0,0,0,0
La Coruna,Real Madrid,2,6,A,19,22,7,11,12,5,4,5,3,1,0,0
Leganes,Las Palmas,3,0,H,16,7,5,0,14,17,6,3,1,0,0,0
Valencia,Sociedad,2,3,A,14,8,3,2,15,21,2,3,4,3,0,0
Alaves,Eibar,0,0,D,14,6,4,4,13,14,3,2,4,2,0,1
Ath Bilbao,Betis,2,1,H,18,9,9,3,10,17,11,1,1,3,0,0
Sevilla,Celta,2,1,H,16,10,5,1,20,18,5,1,1,2,0,1
Villarreal,Sp Gijon,3,1,H,18,14,6,7,9,10,4,7,2,1,0,0
Espanol,Barcelona,0,3,A,6,15,3,9,19,18,4,5,3,0,0,0
Las Palmas,Ath Madrid,0,5,A,15,8,3,7,6,13,7,1,4,4,1,0
Real Madrid,Valencia,2,1,H,20,9,5,2,13,10,2,3,3,4,0,0
Sociedad,Granada,2,1,H,13,5,5,3,14,16,7,1,0,3,0,0
Betis,Alaves,1,4,A,11,9,3,5,14,16,4,0,1,5,0,0
Celta,Ath Bilbao,0,3,A,5,22,0,12,8,11,0,11,1,1,0,0
Eibar,Leganes,2,0,H,9,12,5,1,12,9,2,11,1,1,0,0
Osasuna,La Coruna,2,2,D,16,15,5,5,9,11,7,7,2,3,0,0
Malaga,Sevilla,4,2,H,11,9,5,4,14,18,1,3,3,5,0,0
Sevilla,Sociedad,1,1,D,11,9,3,3,20,10,10,3,4,3,0,1
Ath Madrid,Eibar,1,0,H,14,7,5,3,6,10,6,5,3,3,1,0
Barcelona,Villarreal,4,1,H,20,8,8,4,10,13,4,3,2,4,0,0
Granada,Real Madrid,0,4,A,13,16,3,8,14,8,6,3,1,0,0,0
Sp Gijon,Las Palmas,1,0,H,16,8,3,2,19,15,5,4,4,3,0,0
Alaves,Ath Bilbao,1,0,H,9,20,3,6,14,11,3,10,1,4,0,0
La Coruna,Espanol,1,2,A,21,9,5,3,10,14,12,4,1,2,0,0
Malaga,Celta,3,0,H,14,5,8,2,13,18,2,1,2,4,0,0
Valencia,Osasuna,4,1,H,19,9,8,4,15,11,9,2,3,2,0,0
Leganes,Betis,4,0,H,6,13,4,3,18,13,2,2,3,0,0,0
Espanol,Valencia,0,1,A,15,9,3,3,19,14,7,2,0,4,0,0
Osasuna,Granada,2,1,H,19,9,7,3,11,9,8,3,1,3,0,0
Alaves,Celta,3,1,H,11,15,4,4,11,13,4,4,1,3,0,0
Ath Bilbao,Leganes,1,1,D,15,5,6,2,12,8,10,1,2,7,0,0
Betis,Ath Madrid,1,1,D,13,5,5,2,7,16,3,5,4,4,0,0
Eibar,Sp Gijon,0,1,A,10,11,2,4,9,10,5,6,2,2,0,0
Las Palmas,Barcelona,1,4,A,11,11,5,5,13,15,3,6,0,1,0,0
Real Madrid,Sevilla,4,1,H,14,11,7,6,14,19,4,5,4,2,0,0
Sociedad,Malaga,2,2,D,15,9,5,4,10,16,9,3,1,2,0,0
Villarreal,La Coruna,0,0,D,21,3,4,1,15,21,11,3,2,4,0,0
Celta,Real Madrid,1,4,A,17,13,6,8,17,9,4,6,4,2,1,0
Granada,Espanol,1,2,A,16,5,7,3,12,9,3,3,0,3,0,0
La Coruna,Las Palmas,3,0,H,9,13,5,4,25,14,0,9,4,2,0,1
Leganes,Alaves,1,1,D,15,17,4,5,9,14,8,4,0,1,0,0
Sevilla,Osasuna,5,0,H,17,5,7,2,11,8,1,1,3,1,0,0
Sp Gijon,Betis,2,2,D,11,21,5,9,15,14,2,3,0,2,0,0
Ath Madrid,Ath Bilbao,3,1,H,12,16,4,1,13,11,2,5,2,0,0,0
Barcelona,Eibar,4,2,H,18,6,11,4,3,16,10,4,1,2,0,1
Celta,Sociedad,2,2,D,13,18,5,8,8,17,3,7,2,1,0,0
Malaga,Real Madrid,0,2,A,22,16,6,8,6,9,9,7,2,0,0,0
Valencia,Villarreal,1,3,A,16,14,5,6,15,10,9,0,2,2,0,0
Malaga,Sevilla,0,0,D,25,10,5,2,19,11,7,2,3,3,0,1
Ath Madrid,Las Palmas,1,0,H,14,8,3,1,11,16,4,4,2,0,0,0
Espanol,Getafe,1,0,H,4,14,2,3,19,14,5,6,2,3,0,1
La Coruna,Sociedad,0,0,D,15,9,5,2,16,10,5,4,3,2,0,0
Vallecano,Valencia,0,0,D,8,10,3,4,19,11,3,3,3,1,0,0
Ath Bilbao,Barcelona,0,1,A,8,10,2,4,16,11,2,4,3,3,0,0
Betis,Villarreal,1,1,D,22,8,6,4,11,26,7,5,3,1,0,1
Levante,Celta,1,2,A,11,15,2,6,12,17,4,6,1,3,1,0
Sp Gijon,Real Madrid,0,0,D,6,27,0,8,20,4,2,5,4,0,0,0
Granada,Eibar,1,3,A,12,10,6,4,5,23,6,5,1,6,1,0
Villarreal,Espanol,3,1,H,14,4,4,2,10,20,2,3,1,6,0,0
Barcelona,Malaga,1,0,H,22,4,13,1,4,21,15,2,0,3,0,0
Celta,Vallecano,3,0,H,11,3,7,0,7,11,5,4,2,2,0,1
Real Madrid,Betis,5,0,H,21,7,11,1,12,14,11,4,3,3,0,0
Sociedad,Sp Gijon,0,0,D,12,7,1,2,10,15,6,4,4,5,0,0
Eibar,Ath Bilbao,2,0,H,9,9,8,1,14,13,11,4,2,2,0,0
Getafe,Granada,1,2,A,16,9,4,4,16,15,6,6,5,3,0,0
Las Palmas,Levante,0,0,D,16,3,2,2,14,21,3,0,2,4,0,0
Sevilla,Ath Madrid,0,3,A,25,17,7,7,17,13,11,1,3,4,0,0
Valencia,La Coruna,1,1,D,12,12,5,3,13,15,5,7,2,1,1,0
Levante,Sevilla,1,1,D,14,8,4,3,12,8,5,4,3,3,0,0
Ath Madrid,Barcelona,1,2,A,11,13,3,5,17,5,1,10,3,1,0,0
Betis,Sociedad,1,0,H,9,15,2,3,12,9,2,4,4,3,1,0
Espanol,Real Madrid,0,6,A,14,15,3,8,19,10,5,6,2,2,0,0
Sp Gijon,Valencia,0,1,A,16,17,8,3,16,11,5,6,3,3,0,0
Ath Bilbao,Getafe,3,1,H,14,11,6,3,12,15,12,5,1,4,0,0
Celta,Las Palmas,3,3,D,26,9,12,5,19,14,7,2,0,3,0,1
Granada,Villarreal,1,3,A,13,8,2,5,16,21,8,6,2,4,0,0
Malaga,Eibar,0,0,D,10,7,4,0,11,13,7,3,2,4,0,0
Vallecano,La Coruna,1,3,A,8,14,2,8,12,10,5,4,2,2,1,0
Getafe,Malaga,1,0,H,10,13,4,3,18,11,4,7,5,2,0,0
Eibar,Ath Madrid,0,2,A,9,14,3,6,13,7,1,4,2,1,0,0
Real Madrid,Granada,1,0,H,20,12,10,3,9,15,10,1,1,3,0,0
Sociedad,Espanol,2,3,A,10,18,3,6,15,16,7,6,2,3,1,0
Valencia,Betis,0,0,D,22,3,5,1,17,15,7,1,4,2,0,1
Barcelona,Levante,4,1,H,21,11,8,4,8,16,4,4,0,1,0,0
La Coruna,Sp Gijon,2,3,A,19,4,9,4,11,16,8,3,3,3,0,0
Las Palmas,Vallecano,0,1,A,8,17,2,6,13,19,3,5,3,5,0,0
Sevilla,Celta,1,2,A,13,15,5,5,16,16,5,5,3,5,0,1
Villarreal,Ath Bilbao,3,1,H,14,11,7,2,17,6,9,4,4,4,0,0
Ath Madrid,Getafe,2,0,H,12,6,3,2,14,10,6,1,3,2,0,0
Espanol,Valencia,1,0,H,17,10,5,4,22,14,7,6,5,7,0,0
Granada,Sociedad,0,3,A,11,8,1,5,20,18,4,3,5,4,0,0
Ath Bilbao,Real Madrid,1,2,A,11,22,5,6,17,10,6,8,4,3,0,0
Celta,Barcelona,4,1,H,18,18,5,7,19,4,5,10,2,2,0,0
Las Palmas,Sevilla,2,0,H,12,17,4,3,9,13,5,5,3,4,0,0
Levante,Eibar,2,2,D,12,10,2,4,13,23,4,7,2,5,0,0
Malaga,Villarreal,0,1,A,15,9,4,3,18,14,8,5,2,3,0,0
Vallecano,Sp Gijon,2,1,H,18,5,6,2,14,17,4,4,2,1,0,1
Betis,La Coruna,1,2,A,9,8,2,3,11,22,3,4,3,5,0,0
Valencia,Granada,1,0,H,12,18,5,3,19,20,11,3,3,3,0,0
Barcelona,Las Palmas,2,1,H,18,10,6,6,12,23,3,4,2,4,0,0
Eibar,Celta,1,1,D,10,9,3,2,25,16,4,4,5,4,0,0
Real Madrid,Malaga,0,0,D,31,12,9,3,11,10,12,6,4,4,0,1
Sevilla,Vallecano,3,2,H,17,18,8,5,9,18,6,5,1,2,0,1
Villarreal,Ath Madrid,1,0,H,5,9,2,4,11,15,1,5,2,2,0,0
Getafe,Levante,3,0,H,15,10,8,3,11,10,4,4,2,3,0,0
La Coruna,Espanol,3,0,H,14,7,5,3,11,11,7,5,4,3,0,1
Sociedad,Ath Bilbao,0,0,D,14,9,4,2,15,19,4,2,3,4,0,0
Sp Gijon,Betis,1,2,A,19,13,10,5,11,9,10,4,1,1,0,0
Celta,Getafe,0,0,D,18,8,7,2,11,18,9,1,1,5,0,0
Espanol,Sp Gijon,1,2,A,13,12,9,2,17,16,9,1,3,3,0,0
Granada,La Coruna,1,1,D,10,14,3,3,13,21,2,5,1,3,0,0
Las Palmas,Eibar,0,2,A,18,9,4,4,5,16,3,2,2,2,0,0
Malaga,Sociedad,3,1,H,11,13,7,5,15,16,2,4,3,2,1,0
Sevilla,Barcelona,2,1,H,12,28,5,9,16,16,7,9,5,3,0,0
Ath Bilbao,Valencia,3,1,H,16,9,7,4,12,9,11,4,0,4,0,0
Ath Madrid,Real Madrid,1,1,D,18,9,4,2,19,12,5,1,6,4,0,0
Levante,Villarreal,1,0,H,15,3,5,2,15,17,8,2,4,3,0,1
Vallecano,Betis,0,2,A,23,9,9,6,13,14,8,3,4,2,0,0
Barcelona,Vallecano,5,2,H,14,22,9,8,8,15,7,10,1,2,0,0
Betis,Espanol,1,3,A,21,13,6,4,18,21,4,3,2,4,0,0
Eibar,Sevilla,1,1,D,14,15,4,5,16,9,2,5,3,3,0,0
Real Madrid,Levante,3,0,H,20,15,6,5,8,10,4,4,1,4,0,0
Valencia,Malaga,3,0,H,6,10,3,3,18,21,6,8,3,3,0,0
Getafe,Las Palmas,4,0,H,14,16,7,3,18,15,5,1,2,1,0,1
La Coruna,Ath Bilbao,2,2,D,16,7,3,2,8,18,4,6,2,2,0,0
Sociedad,Ath Madrid,0,2,A,11,7,1,3,14,11,5,2,4,5,2,0
Villarreal,Celta,1,2,A,12,13,3,2,10,12,7,4,1,3,1,0
